usuario,usuario_seguidores,modelo,color,calificacion,comentario,fuente,likes,verificado,respondido_marca,fecha,intencion_plantilla
eva38,12,084 Diamante,negro,5,"Me gustaron los 084 Diamante, cómodos y bonitos para diario 🙂",facebook,19,False,False,2025-06-14 17:05:38,positivo
guillermina17,497,Ultra,rojo,3,"Regulares los Ultra, esperaba un poquito más pero también un poquito menos",tiktok,1,False,True,2025-03-12 00:25:46,neutro
daniel40,9891,084,verde,5,"10/10 los 084 ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",facebook,6,True,False,2022-04-28 20:54:03,positivo
montalvosonia,90,084 Diamante,gris,5,Excelentísimos los 084 Diamante ✨ los uso para correr y son perfectos 🏃‍♂️💨,twitter,125,False,False,2022-04-11 02:11:37,positivo
omarsevilla,40,084,rojo,3,Me gustaron los 084 aunque son un poco apretados al principio 😬 ya cedieron,amazon,24,False,False,2022-10-30 07:41:49,mixto
almavalencia,2085,Caimán,verde,2,"Mala compra los Caimán, no son lo que esperaba ☹️ poco durables",google_reviews,150,True,False,2024-12-20 23:55:36,negativo
zgomez,37,084 Diamante,gris,2,"Esperaba más de los 084 Diamante, la suela es muy delgada 😕 regulares",amazon,41,True,False,2024-10-15 18:02:49,negativo
jose-manuelpreciado,721,Urbano,verde,5,Mejor compra del año!! Los Urbano son una BELLEZA 🔥🔥🔥 #PanamForever,twitter,13,True,False,2024-09-16 08:16:54,positivo
fajardoestela,152,Caimán,gris,5,MARAVILLOSOS los Caimán 😍 como caminar en nubes ☁️☁️ los amo,facebook,12,False,False,2024-12-30 21:18:10,positivo
tacuna,22,084,rosa,4,Me encantaron mis 084 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,amazon,9,True,False,2023-03-04 15:52:47,positivo
rodrigobarajas,183,084 Clásico,gris,3,"Normales los 084 Clásico, ni bien ni mal 🤷‍♂️",tiktok,8,False,False,2026-04-04 01:42:06,neutro
teranjose-manuel,477,Panam Alfa,azul,2,NO LOS COMPREN!! Mis Panam Alfa se despegaron en una semana 😤 estafa total,instagram,71,True,False,2024-06-15 19:01:36,negativo
julio-cesar71,101,084 Diamante,azul,5,"Cumple lo prometido, los 084 Diamante están bien para el uso diario 👍🏼",google_reviews,75,True,False,2023-07-30 10:00:29,positivo
osuarez,937,Panam Alfa,negro,5,"AMO mis Panam Alfa 💖 ya pedí otro par en otro color, hermosos",facebook,11,True,False,2024-01-05 00:37:32,positivo
lorosco,874,084 Campeón,verde,3,"Los 084 Campeón no me convencieron, son muy regulares para el precio 🤷‍♀️",instagram,11,True,False,2022-04-26 05:16:56,negativo
angela79,63,084,beige,5,"Cumple lo prometido, los 084 están bien para el uso diario 👍🏼",amazon,141,False,False,2022-10-24 08:06:17,positivo
pilar91,355,084 Diamante,azul,2,"Incomodísimos los 084 Diamante, me lastimaron los pies después de 1 hr 😣",tiktok,20,True,True,2022-06-26 11:23:27,negativo
genaro34,333,Barracuda,blanco,1,"Los Barracuda no me convencieron, son muy regulares para el precio 🤷‍♀️",tiktok,53,False,True,2022-05-04 15:51:50,negativo
biancacisneros,4,RL15,rosa,4,BUENÍSIMOS los RL15!! Aguantaron toda la maratón ❤️‍🔥 100% recomendados 💯,twitter,27,True,False,2025-09-09 09:23:03,positivo
mperalta,281,084 Campeón,negro,5,Mis 084 Campeón son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,amazon,72,False,True,2022-07-08 15:39:07,positivo
lpina,38,084 Diamante,negro,5,"Los mejores tenis que he tenido!! Los 084 Diamante son cómodos, bonitos y baratos 👌🔥",amazon,180,True,False,2025-06-26 08:16:58,positivo
maria-teresade-la-cruz,158,084 Clásico,verde,4,"Buenos los 084 Clásico, me gustaron 👍 cumplen lo prometido",amazon,18,True,False,2025-07-05 13:52:38,positivo
homero25,577,084,blanco,5,Mejor compra del año!! Los 084 son una BELLEZA 🔥🔥🔥 #PanamForever,tiktok,67,True,False,2025-03-07 12:35:28,positivo
munozadan,14,084 Diamante,verde,3,"Los 084 Diamante están ok, nada del otro mundo 🤷",tiktok,5,False,False,2025-06-19 22:34:54,neutro
julioolivo,58,Ultra,azul,3,"AMO mis Ultra 💖 ya pedí otro par en otro color, hermosos",google_reviews,23,True,False,2026-02-14 02:06:58,positivo
rparedes,373,Flip,blanco,3,"Los Flip están ok, nada del otro mundo 🤷",facebook,62,True,False,2025-07-12 01:15:38,neutro
fquiroz,4806,084 Diamante,azul,3,"Esperaba más de los 084 Diamante, la suela es muy delgada 😕 regulares",amazon,4,False,False,2022-10-07 22:50:43,negativo
vallejoangel,1051,Ultra,blanco,1,"Incomodísimos los Ultra, me lastimaron los pies después de 1 hr 😣",google_reviews,9,False,True,2023-03-22 11:23:36,negativo
antonio43,545,Vaivén,verde,1,Decepción total los Vaivén 😞 se ven baratos y se rompen aún más rápido 👎,google_reviews,17,True,True,2025-12-01 14:31:31,negativo
jonas79,7,Barracuda,azul,1,"Los Barracuda no me convencieron, son muy regulares para el precio 🤷‍♀️",instagram,5,False,True,2025-07-23 04:45:40,negativo
vegagabino,499,Panam Alfa,negro,2,"Incomodísimos los Panam Alfa, me lastimaron los pies después de 1 hr 😣",tiktok,87,False,False,2023-08-16 14:45:57,negativo
maria07,102,Ultra,rosa,2,"Mala compra los Ultra, no son lo que esperaba ☹️ poco durables",tiktok,30,True,False,2025-12-28 18:34:27,negativo
dulce-mariacanales,562,Vital,blanco,2,Excelente diseño los Vital pero algo caros para la calidad real 💸,tiktok,16,True,False,2023-06-14 08:49:01,mixto
antonio74,344,084 Campeón,blanco,3,"Los 084 Campeón están ok, nada del otro mundo 🤷",tiktok,6,False,False,2024-04-23 07:18:15,neutro
quinonesgenaro,357,SuperFaro,azul,5,"Muy cómodos los SuperFaro, me los recomendó mi hermana ✌️ buena compra",facebook,64,True,False,2023-05-12 11:30:00,positivo
nayelimontoya,704,Perestroika,verde,1,BASURA los Perestroika 🤮 me lastimaron los pies horrible 👎 nunca más,amazon,34,True,True,2024-12-26 13:58:18,negativo
raquelchavez,596,084 Campeón,blanco,5,"Cumple lo prometido, los 084 Campeón están bien para el uso diario 👍🏼",google_reviews,24,True,False,2023-02-07 06:11:58,positivo
clementevargas,810,Gran Prix,blanco,4,"Yo súper feliz con mis Gran Prix 🥹 mejor inversión del mes, los recomiendo muchísimo",amazon,0,True,True,2024-04-30 06:13:09,positivo
norma82,7,SuperFaro,beige,1,"Incomodísimos los SuperFaro, me lastimaron los pies después de 1 hr 😣",amazon,61,True,True,2024-02-05 20:53:01,negativo
santiago94,72,Vaivén,rojo,2,"Normales los Vaivén, ni bien ni mal 🤷‍♂️",google_reviews,51,True,False,2025-09-20 13:04:58,neutro
cervantezdalia,600,Panam Alfa,verde,3,"AMO mis Panam Alfa 💖 ya pedí otro par en otro color, hermosos",instagram,9,True,False,2021-11-06 12:11:50,positivo
trinidad22,344,Vaivén,negro,3,"Los Vaivén están ok, nada del otro mundo 🤷",google_reviews,7,True,False,2023-06-21 00:48:21,neutro
adrianagutierrez,56,RL15,gris,4,Quedé enamoradísima de mis RL15 ✨ buenísima calidad y precio 👌🥰,amazon,17,False,False,2024-09-07 09:24:41,positivo
kcollado,26,Vital,rojo,3,"Los Vital cumplen, los uso para diario nomás",tiktok,23,True,False,2023-08-19 04:31:27,neutro
cnunez,1675,Urbano,rojo,5,Por fin unos tenis que duran! Los Urbano ya tienen 8 meses y siguen como nuevos 💪,google_reviews,118,False,False,2021-12-26 22:25:22,positivo
padronlaura,250,Vital,beige,5,Bonitos los Vital 👌 buen precio para la calidad,instagram,2,True,True,2023-09-17 17:31:56,positivo
eugenia75,18,084 Clásico,azul,2,Muy decepcionada con mis 084 Clásico 💔 esperaba muchísimo más por el precio que pagué 🙄,facebook,48,False,False,2026-04-18 09:16:20,negativo
cabanfabiola,9,Ultra,azul,4,"Decentes los Ultra, no son los mejores pero cumplen 🙂",google_reviews,25,True,True,2024-05-23 06:32:38,positivo
tellezclara,50,Flip,beige,5,"Buenos los Flip, me gustaron 👍 cumplen lo prometido",amazon,57,True,False,2023-03-14 02:05:53,positivo
fgalarza,4,084,verde,5,"Muy cómodos los 084, me los recomendó mi hermana ✌️ buena compra",facebook,23,True,False,2023-08-18 15:04:45,positivo
rufino58,1386,Urbano,rosa,3,Me gustaron los Urbano aunque son un poco apretados al principio 😬 ya cedieron,twitter,11,True,False,2026-04-05 21:22:38,mixto
martharubio,2689,Barracuda,beige,5,"Buenos los Barracuda, me gustaron 👍 cumplen lo prometido",twitter,5,True,True,2024-04-08 06:36:18,positivo
arredondofederico,295,084 Clásico,blanco,5,"Decentes los 084 Clásico, no son los mejores pero cumplen 🙂",tiktok,3,False,True,2025-04-03 04:25:17,positivo
castellanosjacobo,134,084 Campeón,blanco,2,Me quedaron grandes los 084 Campeón y la talla era la correcta 😒 mala medición,instagram,176,False,False,2025-02-05 08:11:12,negativo
babrego,880,084 Diamante,rosa,5,"Muy cómodos los 084 Diamante, me los recomendó mi hermana ✌️ buena compra",tiktok,27,False,False,2023-01-24 21:27:35,positivo
susanamadrid,1176,084 Diamante,beige,5,Bonitos los 084 Diamante 👌 buen precio para la calidad,tiktok,15,True,False,2022-09-12 05:44:23,positivo
esteban54,23,Panam Alfa,gris,4,"Muy cómodos los Panam Alfa, me los recomendó mi hermana ✌️ buena compra",google_reviews,53,True,False,2022-01-17 09:14:29,positivo
violeta20,19,Urbano,negro,2,Buena calidad los Urbano pero la entrega tardó 3 semanas 😑 ojo con eso,google_reviews,4,False,False,2024-09-18 16:53:26,mixto
miguel-angel61,49,Perestroika,beige,4,Compré los Perestroika para mi hijo y le ENCANTARON 🥰 muy cómodos y bonitos,google_reviews,45,False,False,2022-02-26 00:55:51,positivo
gallardohelena,86,Urbano,beige,3,"Los Urbano son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",instagram,15,True,False,2022-01-03 11:03:14,negativo
noeliagastelum,752,SuperFaro,gris,5,Quedé enamoradísima de mis SuperFaro ✨ buenísima calidad y precio 👌🥰,instagram,61,False,False,2025-10-06 04:05:32,positivo
aaguirre,14,084 Clásico,verde,1,"Incomodísimos los 084 Clásico, me lastimaron los pies después de 1 hr 😣",facebook,15,False,True,2024-04-07 18:16:00,negativo
pichardoguillermo,447,RL15,verde,1,"Los RL15 no me convencieron, son muy regulares para el precio 🤷‍♀️",google_reviews,11,True,False,2025-05-29 11:25:59,negativo
gironcarlota,293,Vital,gris,2,Me quedaron grandes los Vital y la talla era la correcta 😒 mala medición,google_reviews,56,True,False,2022-02-07 20:31:45,negativo
candelariazeferino,6,084,blanco,5,"Yo súper feliz con mis 084 🥹 mejor inversión del mes, los recomiendo muchísimo",facebook,29,False,False,2024-06-21 06:54:25,positivo
hernan62,415,084 Diamante,verde,4,Excelente diseño los 084 Diamante pero algo caros para la calidad real 💸,twitter,91,True,False,2022-07-24 03:25:05,mixto
tamezmarisol,141,Vital,negro,5,"Cumple lo prometido, los Vital están bien para el uso diario 👍🏼",tiktok,4,True,False,2021-06-01 15:26:37,positivo
esmeraldamontoya,104,Caimán,gris,1,Decepción total los Caimán 😞 se ven baratos y se rompen aún más rápido 👎,tiktok,28,True,False,2023-02-27 06:05:13,negativo
daliaquintero,4910,084 Diamante,azul,5,Por fin unos tenis que duran! Los 084 Diamante ya tienen 8 meses y siguen como nuevos 💪,twitter,50,False,False,2023-03-12 06:27:32,positivo
camarillohomero,2351,Ultra,beige,4,"Buenos los Ultra, me gustaron 👍 cumplen lo prometido",tiktok,4,True,False,2022-05-23 22:47:21,positivo
bmontoya,30,RL15,negro,4,Excelentísimos los RL15 ✨ los uso para correr y son perfectos 🏃‍♂️💨,google_reviews,15,True,False,2024-01-08 10:36:51,positivo
oswaldolebron,37,084,rojo,4,BUENÍSIMOS los 084!! Aguantaron toda la maratón ❤️‍🔥 100% recomendados 💯,twitter,30,False,False,2022-01-23 01:33:40,positivo
maria-luisazaragoza,46,Urbano,negro,2,BASURA los Urbano 🤮 me lastimaron los pies horrible 👎 nunca más,amazon,151,False,False,2023-10-08 12:45:24,negativo
maderaluis,239,Flip,azul,3,"Los Flip están ok, nada del otro mundo 🤷",facebook,25,False,True,2025-09-30 21:41:40,neutro
cecilialucero,389,Vaivén,rojo,2,Excelente diseño los Vaivén pero algo caros para la calidad real 💸,tiktok,67,True,False,2021-10-22 20:29:26,mixto
isabelaolvera,12,Vaivén,verde,3,"Los Vaivén son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",google_reviews,3,True,False,2022-04-21 14:17:53,negativo
ivonnevillegas,1268,Caimán,rojo,4,"10/10 los Caimán ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",tiktok,15,True,False,2021-12-12 22:33:36,positivo
muroabril,16776,Caimán,rojo,5,MARAVILLOSOS los Caimán 😍 como caminar en nubes ☁️☁️ los amo,tiktok,54,True,False,2022-06-20 08:52:42,positivo
avarela,10,Panam Alfa,blanco,1,PÉSIMOS los Panam Alfa 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,amazon,61,True,False,2024-06-14 14:38:58,negativo
gracielabeltran,593,084 Diamante,rosa,5,Me encantaron mis 084 Diamante 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,twitter,52,False,False,2021-06-27 03:58:23,positivo
alcarazramon,49,084,azul,4,Excelente diseño los 084 pero algo caros para la calidad real 💸,facebook,29,False,False,2023-03-07 14:28:52,mixto
balderasclara,828,084 Clásico,blanco,5,"Muy cómodos los 084 Clásico, me los recomendó mi hermana ✌️ buena compra",twitter,34,True,False,2025-08-27 07:08:45,positivo
rosario86,55,Panam Alfa,gris,5,Quedé enamoradísima de mis Panam Alfa ✨ buenísima calidad y precio 👌🥰,google_reviews,53,True,True,2024-12-12 07:34:47,positivo
oborrego,2663,084 Campeón,blanco,5,Me encantaron mis 084 Campeón 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,facebook,8,False,False,2025-11-28 08:41:38,positivo
rodrigobotello,721,084 Campeón,rosa,5,"Los mejores tenis que he tenido!! Los 084 Campeón son cómodos, bonitos y baratos 👌🔥",tiktok,84,True,False,2023-12-25 03:51:14,positivo
seguralucas,292,084,rosa,2,NO LOS COMPREN!! Mis 084 se despegaron en una semana 😤 estafa total,google_reviews,17,True,False,2022-09-01 01:16:48,negativo
cecilia91,54078,084 Clásico,rosa,5,"Súper recomendados los 084 Clásico, no me los quería quitar 😂❤️",google_reviews,22,True,False,2023-12-25 23:26:05,positivo
dgriego,1788,Gran Prix,beige,4,Bonitos los Gran Prix 👌 buen precio para la calidad,twitter,77,True,False,2023-06-04 21:15:12,positivo
puentegabriel,115,Caimán,rojo,5,"10/10 los Caimán ⭐⭐⭐⭐⭐ excelente atención y producto, llegaron rapidísimo",amazon,21,True,False,2025-03-14 21:22:34,positivo
maresvirginia,285,Perestroika,rojo,1,"Incomodísimos los Perestroika, me lastimaron los pies después de 1 hr 😣",google_reviews,104,True,False,2022-11-03 00:37:45,negativo
alcalahernan,210,084 Diamante,negro,4,Bonitos los 084 Diamante 👌 buen precio para la calidad,amazon,10,True,True,2021-06-10 13:53:01,positivo
itzelmontenegro,58134,Vital,beige,4,"Normales los Vital, ni bien ni mal 🤷‍♂️",facebook,27,True,False,2025-10-17 05:37:39,neutro
joaquin52,9073,Barracuda,blanco,3,"Compré los Barracuda, son tenis. Punto.",amazon,2,True,False,2023-08-19 08:03:14,neutro
anguianoamalia,15,084 Campeón,gris,2,"Esperaba más de los 084 Campeón, la suela es muy delgada 😕 regulares",google_reviews,59,True,False,2024-12-30 04:16:53,negativo
linda14,1044,084 Campeón,beige,5,Mejor compra del año!! Los 084 Campeón son una BELLEZA 🔥🔥🔥 #PanamForever,tiktok,36,False,False,2026-04-01 21:47:11,positivo
salgadoeva,931,084,gris,4,"Me gustaron los 084, cómodos y bonitos para diario 🙂",google_reviews,0,True,False,2025-09-09 06:10:44,positivo
cesar79,35,Caimán,rojo,5,"Cumple lo prometido, los Caimán están bien para el uso diario 👍🏼",twitter,5,True,True,2022-10-06 19:06:00,positivo
jacobo41,11,Vaivén,blanco,3,Mejor compra del año!! Los Vaivén son una BELLEZA 🔥🔥🔥 #PanamForever,facebook,46,True,False,2026-03-24 09:31:28,positivo
giljulia,9,084,azul,5,"Muy cómodos los 084, me los recomendó mi hermana ✌️ buena compra",amazon,12,False,False,2021-05-14 07:02:36,positivo
alcalaoscar,47,Urbano,gris,2,Buena calidad los Urbano pero la entrega tardó 3 semanas 😑 ojo con eso,google_reviews,40,False,False,2021-09-26 04:09:09,mixto
ynarvaez,6259,084 Diamante,azul,5,Mis 084 Diamante son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,tiktok,60,True,False,2022-08-15 14:38:43,positivo
arturouribe,323,Panam Alfa,gris,4,Me encantaron mis Panam Alfa 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,google_reviews,26,True,True,2024-11-29 05:57:48,positivo
adrianaguzman,19,Urbano,verde,4,"Compré los Urbano, son tenis. Punto.",google_reviews,13,False,False,2024-11-19 13:51:45,neutro
reynaldo19,176,084 Diamante,gris,5,"Muy cómodos los 084 Diamante, me los recomendó mi hermana ✌️ buena compra",facebook,7,True,False,2024-07-07 14:06:47,positivo
sandovalyolanda,826,084 Campeón,verde,3,"Incomodísimos los 084 Campeón, me lastimaron los pies después de 1 hr 😣",facebook,11,False,False,2021-10-16 23:02:29,negativo
mateosevilla,92,084 Diamante,negro,1,"Mala compra los 084 Diamante, no son lo que esperaba ☹️ poco durables",twitter,0,True,False,2021-09-26 00:12:19,negativo
dbarrientos,28045,084,azul,2,Horrible calidad los 084 😠 ni para regalar #malacompra #panam,facebook,49,False,False,2023-09-30 09:50:49,negativo
aldonza18,16,084 Clásico,gris,1,PÉSIMOS los 084 Clásico 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,instagram,0,True,False,2025-03-25 08:59:05,negativo
negreteleonel,312,Vaivén,blanco,2,Pésima atención y los Vaivén llegaron rotos 😠😠 jamás vuelvo a comprar nada de Panam,tiktok,92,True,False,2023-10-29 06:25:38,negativo
rocio37,323,084 Diamante,gris,4,"Muy cómodos los 084 Diamante, me los recomendó mi hermana ✌️ buena compra",amazon,78,False,False,2024-06-23 11:59:35,positivo
uestevez,29,084 Campeón,azul,4,"Buenos los 084 Campeón, me gustaron 👍 cumplen lo prometido",tiktok,24,False,False,2025-12-29 09:55:56,positivo
israelaguayo,130,Caimán,azul,2,"Normales los Caimán, ni bien ni mal 🤷‍♂️",twitter,3,True,True,2024-10-31 06:01:47,neutro
gonzalesmaria,809,RL15,beige,5,Quedé enamoradísima de mis RL15 ✨ buenísima calidad y precio 👌🥰,google_reviews,172,False,False,2024-04-16 14:44:40,positivo
mezaabel,1,Urbano,verde,5,"Yo súper feliz con mis Urbano 🥹 mejor inversión del mes, los recomiendo muchísimo",google_reviews,3,False,False,2024-07-18 08:36:22,positivo
fernando38,3,Flip,gris,5,"Me gustaron los Flip, cómodos y bonitos para diario 🙂",google_reviews,12,True,False,2023-05-16 06:35:03,positivo
dsalazar,512,084 Diamante,beige,5,MARAVILLOSOS los 084 Diamante 😍 como caminar en nubes ☁️☁️ los amo,instagram,3,True,False,2022-07-22 15:39:27,positivo
esteban03,892,Panam Alfa,beige,3,Mejor compra del año!! Los Panam Alfa son una BELLEZA 🔥🔥🔥 #PanamForever,amazon,61,True,False,2025-10-07 03:34:39,positivo
dnieves,1900,084 Campeón,negro,5,Me encantaron mis 084 Campeón 😍🔥 súper cómodos para todo el día!! #Panam #Calzado,facebook,54,True,False,2022-01-25 02:18:16,positivo
santiagogustavo,491,084,gris,4,"Cumple lo prometido, los 084 están bien para el uso diario 👍🏼",twitter,39,True,False,2024-09-12 12:29:06,positivo
villarrealmayte,564,Barracuda,verde,5,"Cumple lo prometido, los Barracuda están bien para el uso diario 👍🏼",facebook,43,True,False,2021-11-15 19:40:06,positivo
pcedillo,175,Barracuda,verde,1,"Incomodísimos los Barracuda, me lastimaron los pies después de 1 hr 😣",facebook,7,True,True,2023-10-29 12:27:44,negativo
abigail65,2492,Urbano,azul,2,"Los Urbano son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",amazon,67,True,False,2024-01-19 11:37:25,negativo
ojurado,268,084 Campeón,rosa,4,MARAVILLOSOS los 084 Campeón 😍 como caminar en nubes ☁️☁️ los amo,amazon,119,True,False,2021-12-24 08:37:11,positivo
hectorviera,374,Urbano,rosa,1,"Los Urbano son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",amazon,53,True,False,2022-04-09 21:07:29,negativo
fidelde-anda,18,Vaivén,gris,3,"Los Vaivén cumplen, los uso para diario nomás",google_reviews,9,True,True,2025-03-03 01:38:51,neutro
amartinez,328,084 Clásico,negro,1,"Los 084 Clásico son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",twitter,11,True,False,2022-05-16 10:18:17,negativo
luis-manuel74,70,084 Clásico,verde,4,Increíbles!! Los 084 Clásico se ven y se sienten premium 🔝🔥 vale cada peso,twitter,119,True,False,2025-04-14 21:08:51,positivo
gerardo12,8,084 Campeón,verde,1,NO LOS COMPREN!! Mis 084 Campeón se despegaron en una semana 😤 estafa total,instagram,4,True,False,2023-12-07 11:26:04,negativo
galvanaldonza,412,084 Diamante,azul,2,"Esperaba más de los 084 Diamante, la suela es muy delgada 😕 regulares",amazon,79,True,True,2022-08-10 03:20:44,negativo
guzmanantonia,1165,Vital,verde,5,"AMO mis Vital 💖 ya pedí otro par en otro color, hermosos",google_reviews,15,True,False,2024-09-18 09:38:59,positivo
lunaramiro,14,Urbano,rosa,2,Bonitos los Urbano pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,facebook,10,True,True,2022-10-28 12:02:22,mixto
palaciosesther,24,084 Campeón,verde,1,"Los 084 Campeón son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",google_reviews,45,True,False,2026-01-27 14:26:17,negativo
eugeniorios,447,Urbano,blanco,4,Quedé enamoradísima de mis Urbano ✨ buenísima calidad y precio 👌🥰,tiktok,71,True,False,2022-03-18 22:17:01,positivo
germanalcala,518,084,rosa,4,Mis 084 son LO MEJOR que he comprado en años 😍 calidad/precio insuperable ⭐⭐⭐⭐⭐,facebook,60,False,False,2021-11-13 21:54:31,positivo
gregoriofajardo,298,084 Diamante,beige,5,"Muy cómodos los 084 Diamante, me los recomendó mi hermana ✌️ buena compra",tiktok,1,False,True,2024-10-01 21:03:58,positivo
ruby19,6,084 Clásico,gris,3,Horrible calidad los 084 Clásico 😠 ni para regalar #malacompra #panam,amazon,114,False,False,2026-05-01 07:42:12,negativo
eduardo01,290,084 Clásico,blanco,3,"Los 084 Clásico cumplen, los uso para diario nomás",facebook,4,True,True,2023-01-10 16:51:18,neutro
fcazares,279,084,blanco,1,BASURA los 084 🤮 me lastimaron los pies horrible 👎 nunca más,google_reviews,4,True,False,2024-03-01 09:40:24,negativo
ariasfrancisca,674,084 Clásico,gris,3,Excelente diseño los 084 Clásico pero algo caros para la calidad real 💸,amazon,97,True,False,2021-10-10 15:20:31,mixto
minervaprieto,505,084 Clásico,rojo,3,Me gustaron los 084 Clásico aunque son un poco apretados al principio 😬 ya cedieron,amazon,2,True,False,2024-09-14 12:45:30,mixto
yanguiano,137,084 Campeón,beige,3,"Buenos los 084 Campeón, me gustaron 👍 cumplen lo prometido",google_reviews,76,False,False,2024-12-21 21:53:48,positivo
angelicagallegos,113,084 Clásico,rojo,2,"Los 084 Clásico son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",facebook,53,True,False,2022-12-08 18:31:11,negativo
rolando72,514,084,rosa,5,"Muy cómodos los 084, me los recomendó mi hermana ✌️ buena compra",amazon,71,True,False,2021-08-21 23:10:15,positivo
sonialucero,2117,Gran Prix,azul,5,"Buenos los Gran Prix, me gustaron 👍 cumplen lo prometido",facebook,48,True,False,2025-08-03 07:34:34,positivo
eurbina,244,Urbano,gris,1,"Los Urbano son una PORQUERÍA, se rompieron al mes 🤬 quiero MI REEMBOLSO ya",google_reviews,43,False,False,2021-11-11 18:27:01,negativo
lemuscarlota,1200,Barracuda,gris,3,Cómodos los Barracuda pero el color destiñe en 2 lavadas 😕 mitad y mitad,instagram,29,False,False,2022-07-06 16:34:49,mixto
pfeliciano,403,084 Diamante,beige,1,"Incomodísimos los 084 Diamante, me lastimaron los pies después de 1 hr 😣",facebook,131,False,False,2025-10-25 23:03:33,negativo
rubytorrez,9,084 Diamante,verde,3,Bonitos los 084 Diamante pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,google_reviews,37,True,False,2021-07-05 23:46:56,mixto
emunoz,518,SuperFaro,rosa,5,"Decentes los SuperFaro, no son los mejores pero cumplen 🙂",tiktok,44,True,False,2025-12-23 01:42:41,positivo
kmontanez,871,Panam Alfa,gris,4,Excelentísimos los Panam Alfa ✨ los uso para correr y son perfectos 🏃‍♂️💨,amazon,56,True,False,2025-08-14 04:40:40,positivo
carolina42,7518,084 Diamante,blanco,1,Horrible calidad los 084 Diamante 😠 ni para regalar #malacompra #panam,twitter,59,True,False,2021-07-26 06:55:02,negativo
norma30,149,084 Clásico,gris,2,Terrible experiencia con los 084 Clásico 💔 mala calidad y peor servicio al cliente 😡,facebook,8,True,True,2023-09-26 03:22:45,negativo
rodriquezlucia,457,Urbano,negro,1,PÉSIMOS los Urbano 😡 se descosió la suela en 2 semanas 👎👎 NO COMPREN,instagram,30,True,True,2024-05-20 19:38:58,negativo
jaimecamarillo,25,Gran Prix,negro,1,Terrible experiencia con los Gran Prix 💔 mala calidad y peor servicio al cliente 😡,tiktok,9,True,False,2023-06-15 09:04:58,negativo
renatotejeda,3321,Flip,gris,5,MARAVILLOSOS los Flip 😍 como caminar en nubes ☁️☁️ los amo,facebook,91,False,False,2021-10-27 00:22:21,positivo
miriamoquendo,818,Perestroika,verde,3,"Los Perestroika están ok, nada del otro mundo 🤷",tiktok,11,True,False,2024-05-12 15:40:19,neutro
josegranado,240,084 Diamante,beige,4,Quedé enamoradísima de mis 084 Diamante ✨ buenísima calidad y precio 👌🥰,twitter,16,False,False,2024-01-19 07:38:44,positivo
nelly05,14,Vaivén,azul,3,Bonitos los Vaivén pero la suela se desgasta rapidísimo 🤔 no sé qué pensar,facebook,44,True,False,2026-03-04 22:40:30,mixto
marisolescobedo,128,084,beige,5,"Súper recomendados los 084, no me los quería quitar 😂❤️",instagram,4,True,False,2025-07-13 14:36:22,positivo
jos70,60,RL15,rosa,2,Terrible experiencia con los RL15 💔 mala calidad y peor servicio al cliente 😡,twitter,107,False,True,2022-02-10 17:35:57,negativo
gonzalesolivia,522,084 Campeón,negro,2,Me quedaron grandes los 084 Campeón y la talla era la correcta 😒 mala medición,google_reviews,16,True,False,2023-03-17 03:05:55,negativo
sotohelena,29,SuperFaro,azul,3,"Compré los SuperFaro, son tenis. Punto.",instagram,0,False,False,2021-05-08 10:29:11,neutro
pilar32,138,Urbano,azul,3,"Los Urbano están ok, nada del otro mundo 🤷",twitter,28,True,False,2024-03-30 00:21:26,neutro
aidabahena,368,084 Diamante,blanco,5,"Muy cómodos los 084 Diamante, me los recomendó mi hermana ✌️ buena compra",tiktok,3,True,True,2021-07-13 09:27:56,positivo
natividadcollado,98,Gran Prix,rojo,3,Excelente diseño los Gran Prix pero algo caros para la calidad real 💸,instagram,3,True,False,2022-04-15 22:21:35,mixto
diego56,33,084 Clásico,verde,5,"Cumple lo prometido, los 084 Clásico están bien para el uso diario 👍🏼",amazon,31,True,False,2026-05-01 00:05:28,positivo
